what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1389267492476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267496228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267503012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267504620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267535347
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267535367
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389267535660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389267535819
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1389267554778
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1389267565481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1389267569531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389267570381
